1.6,0.22,0.09,76.99,0.16
1.585585586,0.22,0.09,76.98,0.158558559
1.66,0.22,0.09,76.94,0.166
1.57699115,0.22,0.09,76.87,0.157699115
1.518584071,0.22,0.09,76.96,0.151858407
1.543859649,0.22,0.09,77.04,0.154385965
1.630357143,0.22,0.09,76.8,0.163035714
1.565765766,0.22,0.09,76.84,0.156576577
1.56,0.22,0.09,76.8,0.156
1.4,0.22,0.09,76.46,0.14
1.431067961,0.22,0.09,77.19,0.143106796
1.358823529,0.22,0.09,76.96,0.135882353
1.372277228,0.22,0.09,77.16,0.137227723
1.386,0.22,0.09,77.21,0.1386
1.328712871,0.22,0.09,77.29,0.132871287
1.364,0.22,0.09,77.17,0.1364
1.342,0.22,0.09,77.16,0.1342
1.355555556,0.22,0.09,77.34,0.135555556
1.349038462,0.23,0.09,77.76,0.134903846
1.375490196,0.23,0.09,77.77,0.13754902
1.317475728,0.23,0.09,77.39,0.131747573
1.343564356,0.23,0.09,77.8,0.134356436
1.435294118,0.24,0.09,78.38,0.143529412
1.326923077,0.23,0.09,76.86,0.132692308
1.256074766,0.24,0.09,77.04,0.125607477
1.256074766,0.24,0.09,77.64,0.125607477
1.313207547,0.24,0.09,77.67,0.131320755
1.272727273,0.25,0.09,77.46,0.127272727
1.267924528,0.24,0.09,77.6,0.126792453
1.317647059,0.24,0.09,77.51,0.131764706
1.294117647,0.24,0.09,77.59,0.129411765
1.351456311,0.24,0.09,77.59,0.135145631
1.315384615,0.24,0.09,78.33,0.131538462
1.341176471,0.24,0.09,77.95,0.134117647
1.306930693,0.24,0.09,78.05,0.130693069
1.258252427,0.24,0.09,78.03,0.125825243
1.315384615,0.24,0.09,78.42,0.131538462
1.525263158,0.23,0.1,77.56,0.152526316
1.455102041,0.23,0.1,76.82,0.145510204
1.411881188,0.23,0.1,77.24,0.141188119
1.415841584,0.22,0.1,76.86,0.141584158
1.518,0.22,0.1,77.01,0.1518
1.432075472,0.23,0.1,76.94,0.143207547
1.390566038,0.22,0.1,76.96,0.139056604
1.438461538,0.22,0.1,76.95,0.143846154
1.432075472,0.22,0.1,76.94,0.143207547
1.432075472,0.22,0.1,77.46,0.143207547
1.473584906,0.22,0.1,77.21,0.147358491
1.413761468,0.23,0.1,77.26,0.141376147
1.416964286,0.23,0.09,77.13,0.141696429
1.36,0.22,0.09,76.86,0.136
1.38,0.22,0.09,76.87,0.138
1.433027523,0.22,0.09,77.1,0.143302752
1.65,0.22,0.09,78.26,0.165
1.466666667,0.22,0.09,77.03,0.146666667
1.391836735,0.22,0.1,77.11,0.139183673
1.44516129,0.21,0.1,77.03,0.144516129
1.44516129,0.21,0.1,77.09,0.144516129
1.474468085,0.21,0.1,76.97,0.147446809
1.460869565,0.21,0.1,77.46,0.146086957
1.523076923,0.21,0.1,77.08,0.152307692
1.54,0.21,0.1,77.6,0.154
1.528421053,0.22,0.1,77.54,0.152842105
1.392631579,0.21,0.1,77.5,0.139263158
1.421875,0.21,0.1,77.38,0.1421875
1.451546392,0.22,0.1,77.3,0.145154639
1.408,0.22,0.1,76.98,0.1408
1.392857143,0.21,0.1,77.13,0.139285714
1.450515464,0.21,0.1,76.64,0.145051546
1.435714286,0.21,0.1,76.98,0.143571429
1.558762887,0.21,0.09,77.55,0.155876289
1.533333333,0.22,0.09,77.34,0.153333333
1.644444444,0.22,0.09,77.45,0.164444444
1.392857143,0.21,0.1,77.13,0.139285714
1.450515464,0.21,0.1,76.64,0.145051546
1.435714286,0.21,0.1,76.98,0.143571429
1.558762887,0.21,0.09,77.55,0.155876289
1.533333333,0.22,0.09,77.34,0.153333333
1.644444444,0.22,0.09,77.45,0.164444444
1.606741573,0.22,0.09,77.45,0.160674157
1.507865169,0.22,0.09,77.4,0.150786517
1.378021978,0.22,0.1,77.8,0.137802198
1.386956522,0.22,0.1,77.11,0.138695652
1.490322581,0.22,0.1,77.26,0.149032258
1.420833333,0.22,0.1,77.77,0.142083333
1.337254902,0.22,0.09,77.11,0.13372549
1.358823529,0.22,0.09,76.98,0.135882353
1.378787879,0.21,0.09,77.1,0.137878788
1.358823529,0.22,0.09,77.48,0.135882353
1.386,0.22,0.09,77.51,0.1386
1.466666667,0.22,0.09,77.59,0.146666667
1.488888889,0.22,0.09,77.51,0.148888889
1.511111111,0.22,0.09,77.51,0.151111111
1.526530612,0.22,0.09,77.85,0.152653061
1.614893617,0.22,0.09,77.66,0.161489362
1.568085106,0.22,0.09,77.59,0.156808511
1.535416667,0.22,0.09,77.58,0.153541667
1.597894737,0.22,0.09,77.55,0.159789474
1.746391753,0.22,0.09,77.48,0.174639175
1.683673469,0.22,0.09,77.48,0.168367347
1.678350515,0.22,0.09,77.42,0.167835052
1.695833333,0.22,0.09,77.46,0.169583333
1.65,0.22,0.09,77.73,0.165
1.713684211,0.22,0.09,77.58,0.171368421
1.610309278,0.22,0.09,77.64,0.161030928
1.606,0.22,0.08,77.41,0.1606
1.622222222,0.22,0.08,77.51,0.162222222
1.63877551,0.22,0.08,77.49,0.163877551
1.571428571,0.22,0.09,77.36,0.157142857
1.610309278,0.22,0.09,77.42,0.161030928
1.661702128,0.22,0.09,77.68,0.166170213
1.58125,0.22,0.08,77.51,0.158125
1.526530612,0.22,0.09,77.12,0.152653061
1.496907216,0.22,0.09,76.87,0.149690722
1.533333333,0.23,0.09,76.88,0.153333333
1.504081633,0.22,0.09,77.08,0.150408163
1.619387755,0.23,0.09,77.02,0.161938776
1.57979798,0.23,0.08,77.09,0.157979798
