4
1
0.92022,0.21,0.11,77.9,0.092022472
0.836956522,0.22,0.11,77.64,0.083695652
0.840449438,0.22,0.12,78.13,0.084044944
0.87032967,0.22,0.11,78.09,0.087032967
0.915053763,0.23,0.11,78.31,0.091505376
1.069767442,0.23,0.11,78.35,0.106976744
1.113253012,0.22,0.11,78.31,0.111325301
1.073170732,0.22,0.11,78.18,0.107317073
1.059259259,0.22,0.11,78.02,0.105925926
1.1,0.22,0.12,77.58,0.11
1.086419753,0.22,0.11,77.59,0.108641975
1.062352941,0.21,0.11,77.12,0.106235294
1.073863636,0.21,0.11,76.52,0.107386364
1.123913043,0.22,0.11,77.68,0.112391304
1.141304348,0.21,0.12,77.46,0.114130435
1.196774194,0.21,0.12,77.11,0.119677419
1.241935484,0.21,0.12,77.11,0.124193548
1.264516129,0.21,0.12,77.03,0.126451613
1.264516129,0.21,0.12,77.1,0.126451613
1.264516129,0.21,0.12,77.19,0.126451613
1.161290323,0.2,0.12,76.93,0.116129032
1.230769231,0.2,0.12,76.96,0.123076923
1.195652174,0.2,0.12,76.52,0.119565217
1.230769231,0.2,0.12,76.99,0.123076923
1.241935484,0.21,0.11,77.48,0.124193548
1.292307692,0.21,0.11,77.54,0.129230769
1.215789474,0.21,0.1,77.53,0.121578947
1.219354839,0.21,0.1,77.38,0.121935484
1.174193548,0.21,0.1,77.82,0.117419355
1.103448276,0.2,0.1,76.63,0.110344828
1.015384615,0.21,0.09,76.86,0.101538462
1.017204301,0.22,0.1,76.92,0.10172043
1.062921348,0.22,0.1,78.12,0.106292135
1.062068966,0.22,0.11,77.88,0.106206897
1.164705882,0.22,0.12,78.13,0.116470588
1.176744186,0.22,0.12,78.08,0.117674419
1.073333333,0.21,0.12,76.31,0.107333333
1.073333333,0.21,0.11,76.64,0.107333333
1.111827957,0.22,0.11,78.28,0.111182796
1.108988764,0.21,0.11,77.23,0.110898876
1.095652174,0.21,0.11,76.94,0.109565217
1.084615385,0.21,0.11,76.5,0.108461538
1.124444444,0.22,0.11,77.08,0.112444444
